1,373,221.31
2,804,251.2
3,1243,247.12
4,1557,247.33
5,1806,245.1
6,1981,243.63
7,2118,246.96
8,2225,245.98
9,2313,247.28
10,2375,246.27
1,371,223.75
2,805,250.63
3,1238,248.23
4,1558,247.92
5,1806,243.38
6,1983,243.02
7,2116,244.52
8,2226,245.01
9,2313,245.8
10,2377,246.16
1,378,221.5
2,805,250.66
3,1241,247.92
4,1558,244.98
5,1805,244.42
6,1980,243.7
7,2118,245.09
8,2226,247.74
9,2311,245.04
10,2378,245.31
1,379,221.71
2,804,251.86
3,1242,248.59
4,1557,245.16
5,1806,244.47
6,1982,242.48
7,2118,244.98
8,2225,244.24
9,2312,245.56
10,2375,246.08
1,373,221.47
2,804,252.11
3,1240,248.33
4,1557,245.98
5,1806,242.21
6,1981,243.19
7,2119,244.85
8,2225,246.81
9,2312,246.39
10,2376,244.26
