1,429,929.45
2,1204,904.94
3,2049,912.69
4,2785,908.77
5,3471,909.44
6,3990,912.88
7,4310,913.22
8,4556,913.85
9,4716,917.47
10,4795,916.49
1,429,890.64
2,1197,895.59
3,2050,892.94
4,2780,890.1
5,3472,891.84
6,3983,899.5
7,4320,895.38
8,4554,897.74
9,4711,910.16
10,4797,901.06
1,429,889.69
2,1196,900.01
3,2041,891.77
4,2772,890.77
5,3473,893.27
6,3984,896.67
7,4311,895.99
8,4565,896.18
9,4713,900.03
10,4803,893.85
1,429,891.51
2,1198,895.11
3,2043,889.67
4,2772,887.86
5,3471,892.01
6,3979,898.2
7,4306,893.99
8,4549,892.8
9,4712,895.53
10,4801,897.14
1,429,889.96
2,1195,890.25
3,2041,890.94
4,2784,888.7
5,3472,893.6
6,3970,894.61
7,4309,906.51
8,4559,918.74
9,4719,918.82
10,4796,916.72
