1,454,719.47
2,1169,705.78
3,1923,701.93
4,2585,698.61
5,3160,694.4
6,3604,683.81
7,3949,680.01
8,4286,672.66
9,4516,670.33
10,4688,661.73
1,454,695.78
2,1161,704.39
3,1954,704.29
4,2573,704.74
5,3145,697.45
6,3612,689.48
7,3909,685.22
8,4236,676.21
9,4483,670.54
10,4708,664.91
1,452,699.62
2,1159,706.6
3,1927,709.66
4,2578,688.43
5,3152,685.29
6,3598,678.72
7,3964,671.34
8,4289,667.59
9,4509,660.04
10,4691,654.15
1,453,706.79
2,1174,718.36
3,1931,715.52
4,2599,710.86
5,3142,707.7
6,3605,698.63
7,3973,689.17
8,4296,679.63
9,4513,671.14
10,4674,671.33
1,452,711.41
2,1167,719.01
3,1918,718.65
4,2623,711.21
5,3151,705.91
6,3620,701.29
7,3991,689.94
8,4278,674.59
9,4504,678.39
10,4697,673.37
